"IDAr_Couleur","Couleur","Etat","Code","TypeVisuel","IDSupportArCouleur","Couleur_AN","NumInterne","Commentaires","IDAr_TypeMotif","RVB_Hex","Reference","MotifCouleur"
2478,"",1,"","",0,"",0,,0,"","",
2479,"",1,"","",0,"",0,,0,"","",
2480,"",1,"","",0,"",0,,0,"","",
2481,"",1,"","",0,"",0,,0,"","",
2482,"",1,"","",0,"",0,,0,"","",
2483,"",1,"","",0,"",0,,0,"","",
2484,"",1,"","",0,"",0,,0,"","",
2485,"",1,"","",0,"",0,,0,"","",
2486,"",1,"","",0,"",0,,0,"","",
2487,"",1,"","",0,"",0,,0,"","",
2488,"",1,"","",0,"",0,,0,"","",
2489,"",1,"","",0,"",0,,0,"","",
2490,"",1,"","",0,"",0,,0,"","",
2491,"",1,"","",0,"",0,,0,"","",
2492,"",1,"","",0,"",0,,0,"","",
2493,"",1,"","",0,"",0,,0,"","",
2494,"",1,"","",0,"",0,,0,"","",
2495,"",1,"","",0,"",0,,0,"","",
2496,"",1,"","",0,"",0,,0,"","",
2497,"",1,"","",0,"",0,,0,"","",
2498,"",1,"","",0,"",0,,0,"","",
2499,"",1,"","",0,"",0,,0,"","",
2500,"",1,"","",0,"",0,,0,"","",
2501,"",1,"","",0,"",0,,0,"","",
2502,"",1,"","",0,"",0,,0,"","",
2503,"",1,"","",0,"",0,,0,"","",
2504,"",1,"","",0,"",0,,0,"","",
2505,"",1,"","",0,"",0,,0,"","",
2506,"",1,"","",0,"",0,,0,"","",
2507,"",1,"","",0,"",0,,0,"","",
2508,"",1,"","",0,"",0,,0,"","",
2509,"",1,"","",0,"",0,,0,"","",
2510,"",1,"","",0,"",0,,0,"","",
2511,"",1,"","",0,"",0,,0,"","",
2512,"",1,"","",0,"",0,,0,"","",
2513,"",1,"","",0,"",0,,0,"","",
2514,"",1,"","",0,"",0,,0,"","",
2515,"",1,"","",0,"",0,,0,"","",
2516,"",1,"","",0,"",0,,0,"","",
2517,"",1,"","",0,"",0,,0,"","",
2518,"",1,"","",0,"",0,,0,"","",
2519,"",1,"","",0,"",0,,0,"","",
2520,"",1,"","",0,"",0,,0,"","",
2521,"",1,"","",0,"",0,,0,"","",
2522,"",1,"","",0,"",0,,0,"","",
2523,"",1,"","",0,"",0,,0,"","",
2524,"",1,"","",0,"",0,,0,"","",
2525,"",1,"","",0,"",0,,0,"","",
2526,"",1,"","",0,"",0,,0,"","",
2527,"",1,"","",0,"",0,,0,"","",
2528,"",1,"","",0,"",0,,0,"","",
2529,"",1,"","",0,"",0,,0,"","",
2530,"",1,"","",0,"",0,,0,"","",
2531,"",1,"","",0,"",0,,0,"","",
2532,"",1,"","",0,"",0,,0,"","",
2533,"",1,"","",0,"",0,,0,"","",
2534,"",1,"","",0,"",0,,0,"","",
2535,"",1,"","",0,"",0,,0,"","",
2536,"",1,"","",0,"",0,,0,"","",
2537,"",1,"","",0,"",0,,0,"","",
2538,"",1,"","",0,"",0,,0,"","",
2539,"",1,"","",0,"",0,,0,"","",
2540,"",1,"","",0,"",0,,0,"","",
2541,"",1,"","",0,"",0,,0,"","",
2542,"",1,"","",0,"",0,,0,"","",
2543,"",1,"","",0,"",0,,0,"","",
2544,"",1,"","",0,"",0,,0,"","",
2545,"",1,"","",0,"",0,,0,"","",
2546,"",1,"","",0,"",0,,0,"","",
2547,"",1,"","",0,"",0,,0,"","",
2548,"",1,"","",0,"",0,,0,"","",
2549,"",1,"","",0,"",0,,0,"","",
2550,"",1,"","",0,"",0,,0,"","",
2551,"",1,"","",0,"",0,,0,"","",
2552,"",1,"","",0,"",0,,0,"","",
2553,"",1,"","",0,"",0,,0,"","",
2554,"",1,"","",0,"",0,,0,"","",
2555,"",1,"","",0,"",0,,0,"","",
2556,"",1,"","",0,"",0,,0,"","",
2557,"",1,"","",0,"",0,,0,"","",
2558,"",1,"","",0,"",0,,0,"","",
2559,FADDED KAKI,1,"049","",0,"",49,,0,"","",
2560,DEFECTUEUX,1,"050","",0,"",50,,0,"","",
2561,BLEU D'HIVER,1,"051","",0,BLEU D'HIVER,51,,0,"","",
